iter	Passed	Remaining
1722	2834	7036
1723	2836	7034
1724	2837	7032
1725	2839	7030
1726	2840	7028
1727	2842	7026
1728	2843	7025
1729	2845	7023
1730	2847	7021
1731	2848	7019
1732	2850	7017
1733	2851	7015
1734	2853	7013
1735	2854	7012
1736	2856	7010
1737	2858	7010
1738	2860	7008
1739	2862	7007
1740	2863	7005
1741	2865	7003
1742	2866	7001
1743	2868	6999
1744	2869	6997
1745	2871	6995
1746	2872	6993
1747	2874	6992
1748	2875	6990
1749	2877	6988
1750	2879	6986
1751	2880	6984
1752	2882	6982
1753	2883	6980
1754	2885	6979
1755	2886	6977
1756	2888	6975
1757	2890	6973
1758	2891	6971
1759	2893	6969
1760	2894	6968
1761	2896	6966
1762	2897	6964
1763	2899	6962
1764	2900	6960
1765	2902	6958
1766	2904	6957
1767	2905	6955
1768	2907	6953
1769	2908	6951
1770	2910	6949
1771	2911	6947
1772	2913	6945
1773	2914	6943
1774	2916	6942
1775	2918	6940
1776	2919	6938
1777	2921	6936
1778	2922	6935
1779	2924	6933
1780	2925	6931
1781	2927	6929
1782	2929	6928
1783	2930	6926
1784	2932	6924
1785	2933	6922
1786	2935	6920
1787	2937	6918
1788	2938	6917
1789	2940	6915
1790	2941	6913
1791	2943	6911
1792	2944	6909
1793	2946	6908
1794	2948	6906
1795	2950	6906
1796	2952	6904
1797	2953	6903
1798	2955	6901
1799	2956	6899
1800	2958	6897
1801	2959	6895
1802	2961	6893
1803	2962	6891
1804	2964	6889
1805	2965	6887
1806	2967	6885
1807	2969	6883
1808	2970	6882
1809	2972	6880
1810	2973	6878
1811	2975	6876
1812	2976	6874
1813	2978	6872
1814	2979	6870
1815	2981	6869
1816	2983	6868
1817	2984	6866
1818	2986	6864
1819	2988	6862
1820	2989	6861
1821	2991	6859
1822	2992	6857
1823	2994	6855
1824	2995	6853
1825	2997	6851
1826	2998	6849
1827	3000	6847
1828	3001	6845
1829	3003	6843
1830	3005	6842
1831	3006	6840
1832	3008	6838
1833	3009	6836
1834	3011	6834
1835	3012	6832
1836	3014	6831
1837	3015	6829
1838	3017	6827
1839	3018	6825
1840	3020	6824
1841	3022	6822
1842	3024	6821
1843	3025	6819
1844	3027	6818
1845	3029	6816
1846	3030	6814
1847	3032	6812
1848	3033	6810
1849	3035	6808
1850	3036	6806
1851	3038	6804
1852	3039	6803
1853	3041	6801
1854	3042	6799
1855	3044	6797
1856	3045	6795
1857	3047	6793
1858	3049	6792
1859	3050	6790
1860	3052	6789
1861	3054	6787
1862	3055	6785
1863	3057	6783
1864	3058	6781
1865	3060	6779
1866	3061	6777
1867	3063	6776
1868	3065	6774
1869	3066	6772
1870	3068	6771
1871	3069	6769
1872	3071	6767
1873	3073	6766
1874	3074	6764
1875	3076	6762
1876	3077	6760
1877	3079	6758
1878	3080	6756
1879	3082	6755
1880	3083	6753
1881	3085	6751
1882	3087	6749
1883	3088	6747
1884	3090	6745
1885	3091	6743
1886	3093	6742
1887	3094	6740
1888	3096	6738
1889	3097	6736
1890	3099	6735
1891	3101	6733
1892	3102	6731
1893	3104	6729
1894	3105	6727
1895	3107	6726
1896	3108	6724
1897	3110	6722
1898	3112	6720
1899	3113	6719
1900	3115	6717
1901	3116	6715
1902	3118	6713
1903	3120	6712
1904	3121	6710
1905	3123	6708
1906	3124	6706
1907	3126	6705
1908	3127	6703
1909	3129	6701
1910	3131	6699
1911	3132	6697
1912	3134	6695
1913	3135	6693
1914	3137	6691
1915	3138	6689
1916	3140	6688
1917	3142	6687
1918	3143	6685
1919	3145	6683
1920	3146	6681
1921	3148	6680
1922	3150	6680
1923	3152	6678
1924	3154	6676
1925	3155	6675
1926	3157	6673
1927	3158	6671
1928	3160	6670
1929	3162	6668
1930	3163	6666
1931	3165	6664
1932	3166	6662
1933	3168	6661
1934	3169	6659
1935	3171	6657
1936	3173	6655
1937	3174	6654
1938	3176	6652
1939	3177	6650
1940	3179	6648
1941	3180	6646
1942	3182	6644
1943	3184	6643
1944	3186	6642
1945	3188	6643
1946	3190	6641
1947	3192	6639
1948	3193	6637
1949	3195	6636
1950	3196	6634
1951	3198	6632
1952	3199	6630
1953	3201	6628
1954	3202	6627
1955	3204	6625
1956	3206	6623
1957	3207	6621
1958	3209	6619
1959	3210	6618
1960	3212	6616
1961	3213	6614
1962	3215	6612
1963	3217	6610
1964	3218	6609
1965	3220	6607
1966	3222	6606
1967	3223	6604
1968	3225	6602
1969	3226	6601
1970	3228	6599
1971	3230	6597
1972	3231	6596
1973	3233	6594
1974	3235	6592
1975	3236	6591
1976	3238	6589
1977	3240	6588
1978	3241	6586
1979	3243	6584
1980	3244	6583
1981	3246	6581
1982	3248	6579
1983	3249	6577
1984	3251	6576
1985	3252	6574
1986	3254	6572
1987	3255	6570
1988	3257	6568
1989	3258	6566
1990	3260	6565
1991	3261	6563
1992	3263	6561
1993	3265	6559
1994	3266	6557
1995	3268	6555
1996	3269	6554
1997	3271	6552
1998	3272	6550
1999	3274	6548
2000	3275	6546
2001	3277	6545
2002	3279	6543
2003	3280	6541
2004	3282	6539
2005	3283	6537
2006	3285	6536
2007	3286	6534
2008	3288	6532
2009	3289	6530
2010	3291	6529
2011	3293	6527
2012	3294	6525
2013	3296	6523
2014	3297	6522
2015	3299	6520
2016	3301	6518
2017	3302	6517
2018	3304	6515
2019	3306	6514
2020	3307	6512
2021	3309	6510
2022	3310	6508
2023	3312	6506
2024	3313	6505
2025	3315	6503
2026	3317	6501
2027	3318	6499
2028	3320	6498
2029	3321	6496
2030	3323	6494
2031	3324	6492
2032	3326	6490
2033	3328	6489
2034	3330	6489
2035	3332	6487
2036	3333	6485
2037	3335	6483
2038	3336	6481
2039	3338	6480
2040	3339	6478
2041	3341	6476
2042	3342	6474
2043	3344	6472
2044	3345	6470
2045	3347	6469
2046	3349	6467
2047	3350	6465
2048	3352	6464
2049	3354	6462
2050	3355	6461
2051	3357	6459
2052	3358	6457
2053	3360	6456
2054	3362	6454
2055	3363	6452
2056	3365	6450
2057	3366	6448
2058	3368	6447
2059	3370	6445
2060	3371	6443
2061	3373	6442
2062	3374	6440
2063	3376	6438
2064	3378	6437
2065	3379	6435
2066	3381	6433
2067	3382	6431
2068	3384	6430
2069	3386	6428
2070	3387	6427
2071	3389	6425
2072	3391	6423
2073	3392	6422
2074	3394	6420
2075	3395	6418
2076	3397	6416
2077	3398	6415
2078	3400	6413
2079	3402	6411
2080	3403	6409
2081	3405	6408
2082	3406	6406
2083	3408	6404
2084	3409	6402
2085	3411	6401
2086	3413	6399
2087	3414	6397
2088	3416	6395
2089	3417	6394
2090	3419	6392
2091	3421	6391
2092	3423	6389
2093	3424	6388
2094	3426	6386
2095	3427	6384
2096	3429	6383
2097	3431	6382
2098	3433	6380
2099	3434	6378
2100	3436	6376
2101	3437	6374
2102	3439	6373
2103	3440	6371
2104	3442	6369
2105	3443	6367
2106	3445	6365
2107	3446	6364
2108	3448	6362
2109	3450	6360
2110	3451	6359
2111	3453	6357
2112	3455	6355
2113	3456	6354
2114	3458	6352
2115	3459	6350
2116	3461	6349
2117	3463	6347
2118	3464	6346
2119	3466	6344
2120	3468	6342
2121	3469	6341
2122	3471	6339
2123	3473	6337
2124	3474	6336
2125	3476	6334
2126	3477	6332
2127	3479	6331
2128	3481	6329
2129	3482	6327
2130	3484	6325
2131	3485	6324
2132	3487	6322
2133	3488	6320
2134	3490	6318
2135	3491	6316
2136	3493	6315
2137	3495	6313
2138	3496	6311
2139	3498	6310
2140	3500	6308
2141	3501	6307
2142	3503	6305
2143	3504	6303
2144	3506	6302
2145	3508	6300
2146	3509	6298
2147	3511	6297
2148	3512	6295
2149	3514	6293
2150	3516	6291
2151	3517	6289
2152	3519	6288
2153	3521	6288
2154	3523	6286
2155	3525	6285
2156	3526	6283
2157	3528	6281
2158	3530	6280
2159	3531	6278
2160	3533	6276
2161	3534	6275
2162	3536	6273
2163	3538	6271
2164	3539	6269
2165	3541	6268
2166	3542	6266
2167	3544	6264
2168	3545	6262
2169	3547	6261
2170	3548	6259
2171	3550	6257
2172	3552	6255
2173	3553	6253
2174	3555	6252
2175	3556	6250
2176	3558	6248
2177	3559	6246
2178	3561	6245
2179	3562	6243
2180	3564	6241
2181	3565	6239
2182	3567	6237
2183	3569	6236
2184	3570	6234
2185	3572	6233
2186	3574	6231
2187	3575	6229
2188	3577	6228
2189	3578	6226
2190	3580	6224
2191	3582	6223
2192	3583	6221
2193	3585	6219
2194	3587	6218
2195	3588	6216
2196	3590	6214
2197	3591	6212
2198	3593	6210
2199	3594	6208
2200	3596	6207
2201	3597	6205
2202	3599	6203
2203	3600	6201
2204	3602	6200
2205	3604	6198
2206	3605	6196
2207	3607	6194
2208	3608	6193
2209	3610	6191
2210	3612	6189
2211	3613	6188
2212	3615	6186
2213	3616	6185
2214	3618	6183
2215	3620	6182
2216	3622	6180
2217	3623	6178
2218	3625	6177
2219	3626	6175
2220	3628	6173
2221	3629	6171
2222	3631	6170
2223	3633	6168
2224	3634	6166
2225	3636	6164
2226	3637	6163
2227	3639	6161
2228	3640	6159
2229	3642	6157
2230	3643	6155
2231	3645	6154
2232	3646	6152
2233	3648	6150
2234	3649	6148
2235	3651	6146
2236	3652	6144
2237	3655	6145
2238	3658	6145
2239	3660	6144
2240	3662	6143
2241	3664	6142
2242	3666	6141
2243	3668	6139
2244	3670	6139
2245	3671	6137
2246	3673	6135
2247	3674	6133
2248	3676	6132
2249	3678	6130
2250	3679	6128
2251	3681	6126
2252	3682	6125
2253	3684	6123
2254	3686	6121
2255	3687	6120
2256	3689	6118
2257	3690	6116
2258	3692	6114
2259	3694	6113
2260	3695	6111
2261	3697	6109
2262	3699	6108
2263	3700	6107
2264	3702	6105
2265	3704	6103
2266	3705	6102
2267	3707	6100
2268	3708	6098
2269	3710	6096
2270	3713	6097
2271	3714	6095
2272	3716	6093
2273	3718	6092
2274	3719	6090
2275	3721	6088
2276	3722	6086
2277	3724	6085
2278	3725	6083
2279	3727	6081
2280	3729	6079
2281	3730	6078
2282	3732	6076
2283	3733	6074
2284	3735	6073
2285	3736	6071
2286	3738	6069
2287	3740	6067
2288	3741	6066
2289	3743	6064
2290	3744	6062
2291	3746	6061
2292	3748	6059
2293	3749	6057
2294	3751	6056
2295	3752	6054
2296	3754	6052
2297	3756	6050
2298	3757	6049
2299	3759	6047
2300	3760	6045
2301	3762	6043
2302	3763	6042
2303	3765	6040
2304	3767	6038
2305	3768	6036
2306	3770	6035
2307	3772	6033
2308	3773	6032
2309	3775	6030
2310	3777	6029
2311	3778	6027
2312	3780	6025
2313	3781	6024
2314	3783	6022
2315	3785	6020
2316	3786	6018
2317	3788	6017
2318	3789	6015
2319	3791	6013
2320	3792	6011
2321	3794	6010
2322	3795	6008
2323	3797	6006
2324	3799	6004
2325	3800	6003
2326	3802	6001
2327	3803	5999
2328	3805	5997
2329	3806	5996
2330	3808	5994
2331	3810	5994
2332	3812	5992
2333	3813	5990
2334	3815	5988
2335	3816	5986
2336	3818	5985
2337	3819	5983
2338	3821	5981
2339	3823	5979
2340	3824	5977
2341	3826	5975
2342	3827	5974
2343	3828	5972
2344	3830	5970
2345	3831	5968
2346	3833	5966
2347	3835	5965
2348	3837	5963
2349	3838	5962
2350	3840	5960
2351	3841	5958
2352	3843	5956
2353	3844	5955
2354	3846	5953
2355	3847	5951
2356	3849	5949
2357	3851	5948
2358	3852	5946
2359	3854	5944
2360	3855	5942
2361	3857	5941
2362	3858	5939
2363	3860	5937
2364	3862	5935
2365	3863	5934
2366	3865	5932
2367	3866	5930
2368	3868	5929
2369	3869	5927
2370	3871	5925
2371	3873	5923
2372	3874	5922
2373	3876	5920
2374	3877	5918
2375	3879	5917
2376	3881	5915
2377	3882	5913
2378	3884	5911
2379	3885	5910
2380	3887	5908
2381	3888	5906
2382	3890	5905
2383	3892	5903
2384	3893	5901
2385	3895	5900
2386	3897	5898
2387	3898	5897
2388	3902	5898
2389	3903	5896
2390	3905	5894
2391	3906	5892
2392	3908	5891
2393	3909	5889
2394	3911	5887
2395	3912	5885
2396	3914	5883
2397	3915	5882
2398	3917	5880
2399	3918	5878
2400	3920	5876
2401	3921	5874
2402	3923	5873
2403	3925	5871
2404	3926	5869
2405	3928	5868
2406	3929	5866
2407	3931	5864
2408	3933	5862
2409	3935	5861
2410	3937	5860
2411	3938	5859
2412	3940	5857
2413	3941	5855
2414	3943	5853
2415	3945	5852
2416	3946	5850
2417	3948	5849
2418	3950	5847
2419	3951	5845
2420	3953	5844
2421	3954	5842
2422	3956	5840
2423	3958	5839
2424	3959	5837
2425	3961	5835
2426	3962	5833
2427	3964	5832
2428	3965	5830
2429	3967	5828
2430	3968	5826
2431	3970	5824
2432	3971	5823
2433	3973	5821
2434	3974	5819
2435	3976	5817
2436	3978	5816
2437	3979	5814
2438	3981	5812
2439	3982	5810
2440	3984	5809
2441	3985	5807
2442	3987	5805
2443	3989	5804
2444	3990	5802
2445	3992	5800
2446	3993	5798
2447	3995	5797
2448	3996	5795
2449	3998	5793
2450	4000	5792
2451	4002	5790
2452	4003	5789
2453	4005	5787
2454	4006	5785
2455	4008	5784
2456	4010	5783
2457	4012	5781
2458	4014	5780
2459	4015	5779
2460	4017	5777
2461	4019	5776
2462	4021	5774
2463	4022	5773
2464	4024	5771
2465	4026	5770
2466	4028	5769
2467	4030	5767
2468	4031	5766
2469	4033	5764
2470	4035	5763
2471	4037	5762
2472	4039	5760
2473	4040	5759
2474	4042	5757
2475	4045	5757
2476	4047	5756
2477	4048	5754
2478	4050	5753
2479	4052	5752
2480	4054	5751
2481	4056	5749
2482	4058	5748
2483	4060	5747
2484	4062	5746
2485	4064	5745
2486	4066	5743
2487	4068	5742
2488	4069	5741
2489	4071	5739
2490	4073	5738
2491	4075	5737
2492	4077	5735
2493	4079	5734
2494	4080	5732
2495	4082	5731
2496	4084	5730
2497	4086	5728
2498	4088	5727
2499	4090	5726
2500	4093	5726
2501	4094	5724
2502	4096	5722
2503	4097	5720
2504	4099	5719
2505	4100	5717
2506	4102	5715
2507	4103	5713
2508	4105	5711
2509	4106	5710
2510	4108	5708
2511	4109	5706
2512	4111	5704
2513	4113	5703
2514	4114	5701
2515	4116	5700
2516	4118	5698
2517	4119	5697
2518	4121	5695
2519	4123	5693
2520	4124	5692
2521	4126	5690
2522	4128	5688
2523	4129	5687
2524	4131	5685
2525	4133	5684
2526	4134	5682
2527	4136	5680
2528	4137	5678
2529	4139	5677
2530	4140	5675
2531	4142	5673
2532	4144	5672
2533	4146	5671
2534	4148	5670
2535	4149	5668
2536	4152	5667
2537	4153	5665
2538	4155	5664
2539	4156	5662
2540	4158	5660
2541	4159	5658
2542	4161	5657
2543	4163	5655
2544	4164	5654
2545	4166	5652
2546	4168	5650
2547	4169	5648
2548	4171	5647
2549	4172	5645
2550	4174	5643
2551	4176	5642
2552	4177	5640
2553	4179	5639
2554	4181	5637
2555	4182	5635
2556	4184	5634
2557	4185	5632
2558	4187	5630
2559	4188	5628
2560	4190	5627
2561	4192	5626
2562	4194	5624
2563	4195	5622
2564	4197	5621
2565	4199	5619
2566	4200	5617
2567	4202	5616
2568	4203	5614
2569	4205	5612
2570	4207	5611
2571	4208	5609
2572	4210	5607
2573	4211	5606
2574	4213	5604
2575	4214	5602
2576	4216	5600
2577	4218	5599
2578	4219	5597
2579	4221	5595
2580	4222	5593
2581	4224	5592
2582	4225	5590
2583	4227	5588
2584	4228	5586
2585	4230	5585
2586	4232	5583
2587	4233	5581
2588	4235	5579
2589	4236	5578
2590	4238	5576
2591	4239	5574
2592	4241	5573
2593	4243	5571
2594	4244	5569
2595	4246	5567
2596	4247	5566
2597	4249	5564
2598	4251	5562
2599	4252	5561
2600	4254	5559
2601	4255	5557
2602	4257	5555
2603	4258	5554
2604	4260	5552
2605	4261	5550
2606	4263	5548
2607	4264	5547
2608	4266	5545
2609	4268	5543
2610	4269	5541
2611	4271	5540
2612	4272	5538
2613	4274	5536
2614	4275	5534
2615	4277	5533
2616	4279	5531
2617	4280	5529
2618	4283	5529
2619	4284	5527
2620	4286	5525
2621	4287	5524
2622	4289	5522
2623	4291	5520
2624	4292	5519
2625	4294	5517
2626	4295	5515
2627	4297	5514
2628	4299	5512
2629	4300	5510
2630	4302	5509
2631	4303	5507
2632	4305	5505
2633	4306	5503
2634	4308	5502
2635	4310	5500
2636	4311	5498
2637	4313	5497
2638	4315	5495
2639	4316	5493
2640	4318	5492
2641	4319	5490
2642	4321	5488
2643	4322	5486
2644	4324	5485
2645	4325	5483
2646	4327	5481
2647	4329	5479
2648	4330	5478
2649	4332	5476
2650	4334	5475
2651	4335	5473
2652	4337	5472
2653	4339	5470
2654	4340	5468
2655	4342	5467
2656	4344	5465
2657	4345	5463
2658	4347	5462
2659	4348	5460
2660	4350	5458
2661	4352	5457
2662	4353	5455
2663	4355	5453
2664	4356	5452
2665	4358	5450
2666	4360	5448
2667	4361	5447
2668	4363	5445
2669	4364	5443
2670	4366	5442
2671	4368	5440
2672	4369	5438
2673	4371	5437
2674	4372	5435
2675	4374	5433
2676	4376	5432
2677	4378	5431
2678	4379	5429
2679	4381	5428
2680	4383	5426
2681	4385	5424
2682	4386	5423
2683	4388	5421
2684	4389	5419
2685	4391	5418
2686	4393	5416
2687	4394	5414
2688	4396	5413
2689	4398	5411
2690	4399	5410
2691	4401	5408
2692	4402	5406
2693	4404	5404
2694	4405	5403
2695	4407	5401
2696	4409	5399
2697	4410	5398
2698	4412	5396
2699	4414	5395
2700	4416	5393
2701	4417	5392
2702	4419	5390
2703	4420	5388
2704	4422	5387
2705	4424	5385
2706	4425	5383
2707	4427	5382
2708	4429	5380
2709	4430	5378
2710	4432	5377
2711	4433	5375
2712	4435	5373
2713	4436	5372
2714	4438	5370
2715	4440	5368
2716	4441	5367
2717	4443	5365
2718	4444	5363
2719	4446	5361
2720	4448	5360
2721	4449	5358
2722	4451	5357
2723	4453	5355
2724	4454	5353
2725	4456	5352
2726	4458	5350
2727	4459	5348
2728	4461	5347
2729	4462	5345
2730	4464	5343
2731	4465	5342
2732	4467	5340
2733	4469	5338
2734	4470	5337
2735	4473	5336
2736	4474	5334
2737	4476	5333
2738	4477	5331
2739	4479	5329
2740	4481	5328
2741	4482	5326
2742	4484	5324
2743	4485	5322
2744	4487	5321
2745	4489	5319
2746	4490	5317
2747	4492	5316
2748	4493	5314
2749	4495	5312
2750	4496	5310
2751	4498	5309
2752	4500	5307
2753	4501	5305
2754	4503	5304
2755	4504	5302
2756	4506	5301
2757	4508	5299
2758	4509	5297
2759	4511	5295
2760	4512	5294
2761	4514	5292
2762	4516	5290
2763	4520	5292
2764	4522	5290
2765	4524	5289
2766	4526	5288
2767	4527	5286
2768	4529	5285
2769	4531	5283
2770	4532	5282
2771	4534	5280
2772	4536	5279
2773	4538	5277
2774	4540	5276
2775	4542	5275
2776	4543	5273
2777	4545	5272
2778	4547	5271
2779	4549	5269
2780	4551	5268
2781	4553	5267
2782	4555	5265
2783	4556	5263
2784	4558	5262
2785	4559	5260
2786	4561	5258
2787	4563	5256
2788	4564	5255
2789	4566	5253
2790	4567	5251
2791	4569	5250
2792	4571	5248
2793	4572	5247
2794	4574	5245
2795	4576	5243
2796	4577	5242
2797	4579	5240
2798	4580	5238
2799	4582	5237
2800	4584	5235
2801	4585	5233
2802	4587	5231
2803	4588	5230
2804	4590	5228
2805	4591	5226
2806	4593	5225
2807	4595	5223
2808	4596	5221
2809	4598	5220
2810	4599	5218
2811	4601	5216
2812	4602	5214
2813	4604	5213
2814	4606	5211
2815	4607	5209
2816	4609	5208
2817	4610	5206
2818	4612	5204
2819	4614	5203
2820	4615	5201
2821	4617	5199
2822	4618	5198
2823	4620	5196
2824	4622	5194
2825	4623	5193
2826	4625	5191
2827	4626	5189
2828	4628	5188
2829	4630	5186
2830	4631	5184
2831	4633	5182
2832	4634	5181
2833	4636	5179
2834	4638	5177
2835	4639	5176
2836	4641	5174
2837	4642	5172
2838	4644	5171
2839	4645	5169
2840	4647	5167
2841	4648	5165
2842	4650	5164
2843	4652	5162
2844	4654	5161
2845	4655	5159
2846	4657	5157
2847	4658	5156
2848	4660	5154
2849	4661	5152
2850	4663	5151
2851	4665	5149
2852	4666	5147
2853	4668	5146
2854	4670	5144
2855	4671	5142
2856	4673	5140
2857	4674	5139
2858	4676	5137
2859	4677	5135
2860	4679	5134
2861	4680	5132
2862	4682	5130
2863	4684	5128
2864	4685	5127
2865	4687	5125
2866	4688	5123
2867	4690	5122
2868	4692	5120
2869	4693	5118
2870	4695	5117
2871	4696	5115
2872	4698	5113
2873	4700	5112
2874	4701	5110
2875	4703	5108
2876	4704	5107
2877	4706	5105
2878	4707	5103
2879	4709	5101
2880	4710	5100
2881	4712	5098
2882	4714	5096
2883	4715	5094
2884	4717	5093
2885	4718	5091
2886	4720	5089
2887	4721	5088
2888	4723	5086
2889	4727	5087
2890	4729	5086
2891	4731	5085
2892	4733	5084
2893	4735	5082
2894	4737	5081
2895	4739	5079
2896	4741	5078
2897	4743	5077
2898	4745	5076
2899	4747	5075
2900	4749	5073
2901	4751	5072
2902	4753	5070
2903	4755	5069
2904	4758	5069
2905	4760	5068
2906	4762	5067
2907	4767	5069
2908	4769	5068
2909	4771	5066
2910	4773	5065
2911	4775	5064
2912	4778	5063
2913	4780	5062
2914	4782	5061
2915	4784	5060
2916	4786	5058
2917	4787	5056
2918	4789	5055
2919	4791	5053
2920	4792	5051
2921	4794	5050
2922	4795	5048
2923	4797	5046
2924	4799	5045
2925	4800	5043
2926	4802	5041
2927	4803	5040
2928	4805	5038
2929	4807	5036
2930	4808	5035
2931	4810	5033
2932	4812	5032
2933	4815	5031
2934	4817	5031
2935	4819	5029
2936	4821	5028
2937	4822	5026
2938	4824	5025
2939	4826	5023
2940	4828	5021
2941	4829	5020
2942	4831	5018
2943	4832	5016
2944	4834	5015
2945	4836	5013
2946	4837	5011
2947	4839	5009
2948	4840	5008
2949	4842	5006
2950	4843	5004
2951	4845	5003
2952	4847	5001
2953	4849	5000
2954	4851	4998
2955	4852	4997
2956	4854	4996
2957	4857	4995
2958	4859	4993
2959	4860	4992
2960	4862	4990
2961	4863	4988
2962	4865	4987
2963	4867	4985
2964	4868	4983
2965	4870	4982
2966	4871	4980
2967	4873	4978
2968	4875	4976
2969	4876	4975
2970	4878	4973
2971	4879	4971
2972	4881	4970
2973	4883	4968
2974	4884	4966
2975	4886	4965
2976	4887	4963
2977	4889	4961
2978	4892	4961
2979	4893	4959
2980	4895	4957
2981	4897	4956
2982	4898	4954
2983	4900	4953
2984	4902	4951
2985	4903	4949
2986	4905	4948
2987	4907	4946
2988	4908	4944
2989	4910	4943
2990	4911	4941
2991	4913	4939
2992	4915	4938
2993	4916	4936
2994	4918	4934
2995	4919	4932
2996	4921	4931
2997	4923	4929
2998	4924	4928
2999	4926	4926
3000	4928	4924
3001	4929	4922
3002	4931	4921
3003	4932	4919
3004	4934	4917
3005	4935	4916
3006	4937	4914
3007	4938	4912
3008	4940	4910
3009	4942	4909
3010	4943	4907
3011	4945	4905
3012	4946	4903
3013	4948	4902
3014	4949	4900
3015	4951	4898
3016	4952	4897
3017	4954	4895
3018	4956	4893
3019	4957	4892
3020	4959	4890
3021	4961	4888
3022	4962	4887
3023	4965	4886
3024	4969	4887
3025	4971	4885
3026	4973	4884
3027	4975	4882
3028	4977	4882
3029	4979	4880
3030	4981	4879
3031	4983	4878
3032	4985	4876
3033	4986	4875
3034	4988	4873
3035	4990	4872
3036	4992	4870
3037	4994	4869
3038	4996	4868
3039	4998	4866
3040	5000	4865
3041	5001	4863
3042	5003	4861
3043	5004	4860
3044	5006	4858
3045	5007	4856
3046	5009	4855
3047	5011	4853
3048	5013	4851
3049	5014	4850
3050	5016	4848
3051	5017	4846
3052	5019	4845
3053	5020	4843
3054	5022	4841
3055	5024	4839
3056	5025	4838
3057	5027	4836
3058	5028	4834
3059	5030	4833
3060	5032	4831
3061	5033	4829
3062	5035	4828
3063	5036	4826
3064	5038	4824
3065	5040	4823
3066	5041	4821
3067	5043	4819
3068	5044	4818
3069	5047	4817
3070	5049	4815
3071	5050	4813
3072	5052	4812
3073	5053	4810
3074	5055	4808
3075	5056	4807
3076	5058	4805
3077	5060	4803
3078	5061	4801
3079	5063	4800
3080	5064	4798
3081	5066	4796
3082	5067	4794
3083	5069	4793
3084	5070	4791
3085	5073	4790
3086	5074	4788
3087	5076	4786
3088	5077	4785
3089	5079	4783
3090	5081	4781
3091	5082	4780
3092	5084	4778
3093	5085	4776
3094	5087	4775
3095	5089	4773
3096	5090	4771
3097	5092	4770
3098	5093	4768
3099	5095	4766
3100	5096	4764
3101	5098	4763
3102	5100	4761
3103	5101	4759
3104	5103	4758
3105	5105	4756
3106	5107	4755
3107	5109	4754
3108	5111	4753
3109	5113	4751
3110	5114	4749
3111	5116	4748
3112	5118	4746
3113	5119	4744
3114	5121	4743
3115	5122	4741
3116	5124	4739
3117	5126	4738
3118	5127	4736
3119	5129	4734
3120	5130	4732
3121	5132	4731
3122	5134	4730
3123	5135	4728
3124	5137	4726
3125	5139	4724
3126	5140	4723
3127	5142	4721
3128	5143	4719
3129	5145	4718
3130	5147	4716
3131	5148	4714
3132	5150	4713
3133	5151	4711
3134	5153	4709
3135	5155	4707
3136	5156	4706
3137	5158	4704
3138	5159	4702
3139	5161	4701
3140	5163	4699
3141	5164	4697
3142	5166	4696
3143	5168	4694
3144	5169	4692
3145	5171	4691
3146	5172	4689
3147	5174	4687
3148	5175	4685
3149	5177	4684
3150	5178	4682
3151	5180	4680
3152	5182	4679
3153	5183	4677
3154	5185	4675
3155	5186	4673
3156	5188	4672
3157	5189	4670
3158	5191	4668
3159	5192	4667
3160	5194	4665
3161	5196	4663
3162	5197	4662
3163	5199	4660
3164	5200	4658
3165	5202	4656
3166	5204	4655
3167	5205	4653
3168	5207	4652
3169	5209	4650
3170	5210	4648
3171	5212	4647
3172	5213	4645
3173	5215	4643
3174	5217	4642
3175	5218	4640
3176	5220	4638
3177	5221	4636
3178	5223	4635
3179	5225	4633
3180	5226	4631
3181	5228	4630
3182	5229	4628
3183	5231	4626
3184	5232	4624
3185	5234	4623
3186	5236	4621
3187	5237	4619
3188	5240	4619
3189	5241	4617
3190	5243	4615
3191	5245	4614
3192	5246	4612
3193	5248	4610
3194	5249	4608
3195	5251	4607
3196	5253	4605
3197	5254	4603
3198	5256	4602
3199	5257	4600
3200	5259	4598
3201	5260	4597
3202	5262	4595
3203	5264	4593
3204	5265	4591
3205	5266	4590
3206	5268	4588
3207	5270	4586
3208	5271	4584
3209	5273	4583
3210	5274	4581
3211	5276	4579
3212	5277	4577
3213	5279	4576
3214	5280	4574
3215	5282	4572
3216	5284	4571
3217	5285	4569
3218	5287	4567
3219	5288	4566
3220	5290	4564
3221	5292	4562
3222	5293	4561
3223	5295	4559
3224	5297	4558
3225	5298	4556
3226	5300	4554
3227	5301	4552
3228	5303	4551
3229	5305	4549
3230	5306	4547
3231	5308	4546
3232	5309	4544
3233	5311	4542
3234	5312	4541
3235	5314	4539
3236	5316	4537
3237	5317	4535
3238	5319	4534
3239	5320	4532
3240	5322	4530
3241	5323	4529
3242	5325	4527
3243	5327	4525
3244	5328	4523
3245	5330	4522
3246	5331	4520
3247	5333	4518
3248	5334	4517
3249	5336	4515
3250	5337	4513
3251	5339	4512
3252	5341	4510
3253	5343	4508
3254	5344	4507
3255	5346	4505
3256	5347	4503
3257	5349	4502
3258	5351	4500
3259	5352	4498
3260	5354	4497
3261	5355	4495
3262	5357	4493
3263	5358	4491
3264	5360	4490
3265	5361	4488
3266	5363	4486
3267	5364	4484
3268	5366	4483
3269	5367	4481
3270	5369	4479
3271	5371	4478
3272	5372	4476
3273	5374	4474
3274	5376	4473
3275	5378	4471
