iter	RMSE
1510	0.0969496403
1511	0.09693945457
1512	0.09692930621
1513	0.09691712597
1514	0.09690404958
1515	0.09688973729
1516	0.09687687993
1517	0.09686851092
1518	0.09686014725
1519	0.09684737215
1520	0.0968384081
1521	0.09682281464
1522	0.09681812425
1523	0.09680830839
1524	0.09679307175
1525	0.09677879452
1526	0.09677186642
1527	0.09676548676
1528	0.09675612306
1529	0.09674501098
1530	0.09674000919
1531	0.09673009754
1532	0.09672148239
1533	0.09670857947
1534	0.09670378017
1535	0.09669341879
1536	0.09668043839
1537	0.09667289742
1538	0.0966600066
1539	0.09664906937
1540	0.09663663907
1541	0.09662303368
1542	0.09661345293
1543	0.09660750142
1544	0.09659818209
1545	0.09659067399
1546	0.09658297325
1547	0.0965693174
1548	0.09655673949
1549	0.09654848492
1550	0.09653545304
1551	0.09652110208
1552	0.09651457331
1553	0.09649500493
1554	0.09648575933
1555	0.09647212243
1556	0.09646378888
1557	0.0964529303
1558	0.09643918908
1559	0.09643097123
1560	0.09641917451
1561	0.09640595859
1562	0.09639652385
1563	0.09638664134
1564	0.09637443156
1565	0.09635968651
1566	0.09635288395
1567	0.09633954875
1568	0.09632604335
1569	0.09632024236
1570	0.09630519383
1571	0.0962951774
1572	0.09628570288
1573	0.09627194935
1574	0.09626519167
1575	0.0962588173
1576	0.09624899762
1577	0.09623863333
1578	0.09622349568
1579	0.09621298497
1580	0.09619905888
1581	0.0961918498
1582	0.09618314417
1583	0.09617217321
1584	0.09616528384
1585	0.09615679717
1586	0.09614779839
1587	0.09613345625
1588	0.09612119099
1589	0.09610896139
1590	0.096095268
1591	0.09608334625
1592	0.09606934368
1593	0.09606011256
1594	0.09605456495
1595	0.09604421837
1596	0.09603331803
1597	0.09601729616
1598	0.09600250677
1599	0.09599668736
1600	0.09599057897
1601	0.0959774106
1602	0.09597032555
1603	0.09596196062
1604	0.09594662517
1605	0.09593312742
1606	0.09592531698
1607	0.09591136996
1608	0.09590801769
1609	0.09589211339
1610	0.09588225565
1611	0.09587457949
1612	0.09586558215
1613	0.09585197688
1614	0.09584415568
1615	0.09583904344
1616	0.09582583728
1617	0.09581390283
1618	0.09580805442
1619	0.09580065519
1620	0.09579314225
1621	0.09577825918
1622	0.09576511573
1623	0.09575696743
1624	0.09574168096
1625	0.09573036225
1626	0.0957188686
1627	0.09570360804
1628	0.09569521152
1629	0.09568593218
1630	0.09567242756
1631	0.09565972417
1632	0.09565628931
1633	0.09565156711
1634	0.09563778976
1635	0.09561953362
1636	0.09560764907
1637	0.09559686207
1638	0.09559218293
1639	0.09557827785
1640	0.09557225848
1641	0.09555389978
1642	0.09554012405
1643	0.09553214618
1644	0.09552824116
1645	0.09551683833
1646	0.09551206607
1647	0.09550757291
1648	0.09549626822
1649	0.09548538401
1650	0.09547313577
1651	0.09545605971
1652	0.0954507296
1653	0.09544515726
1654	0.09543320112
1655	0.09542279791
1656	0.09541463614
1657	0.09540561218
1658	0.09539339966
1659	0.09538214691
1660	0.09537339176
1661	0.09535765001
1662	0.09534181395
1663	0.09533632019
1664	0.09532547705
1665	0.09531930571
1666	0.09530787078
1667	0.09530257366
1668	0.09529068818
1669	0.09528047217
1670	0.09527070713
1671	0.09526334456
1672	0.09525873475
1673	0.09525406156
1674	0.09524493196
1675	0.09524182032
1676	0.09522833193
1677	0.09522032599
1678	0.09520998021
1679	0.09519776554
1680	0.09519235302
1681	0.09518632034
1682	0.09517689346
1683	0.09516939601
1684	0.09515642535
1685	0.09514857007
1686	0.09514002823
1687	0.09513463888
1688	0.09512012214
1689	0.09511290166
1690	0.09510073596
1691	0.09508746431
1692	0.0950752133
1693	0.09507081118
1694	0.0950533839
1695	0.09504406703
1696	0.09503336073
1697	0.09502341061
1698	0.09501745236
1699	0.09501172393
1700	0.09500459614
1701	0.09498878311
1702	0.09497248225
1703	0.0949656431
1704	0.09495796934
1705	0.09494158346
1706	0.09493620235
1707	0.09493219759
1708	0.0949239548
1709	0.09491979095
1710	0.09490513761
1711	0.09489645718
1712	0.09488360686
1713	0.0948708071
1714	0.09485900732
1715	0.0948522984
1716	0.09483828475
1717	0.09482614346
1718	0.0948174646
1719	0.09480239515
1720	0.09479193875
1721	0.09478366448
1722	0.09477665929
1723	0.09476784081
1724	0.09476125225
1725	0.09475709099
1726	0.09475112335
1727	0.09474598497
1728	0.09473175911
1729	0.09471958789
1730	0.09470718038
1731	0.0946957713
1732	0.09468300831
1733	0.09467846778
1734	0.09467324354
1735	0.09466481715
1736	0.09465110022
1737	0.09464679568
1738	0.09463484092
1739	0.09461611569
1740	0.0946033805
1741	0.09459681569
1742	0.09458205647
1743	0.09457746325
1744	0.09457329363
1745	0.09456660237
1746	0.09455729822
1747	0.09455253698
1748	0.09454541994
1749	0.09453948143
1750	0.09453283471
1751	0.09452914221
1752	0.09452308308
1753	0.09451509952
1754	0.09450203227
1755	0.09449862909
1756	0.09449001421
1757	0.09448679039
1758	0.09447820089
1759	0.0944691295
1760	0.09445928314
1761	0.09444959688
1762	0.09443205107
1763	0.0944274767
1764	0.09441583794
1765	0.09441089041
1766	0.09440352331
1767	0.09439646947
1768	0.09438829147
1769	0.09437950995
1770	0.09437016039
1771	0.09435588311
1772	0.0943500677
1773	0.09433883867
1774	0.09433357996
1775	0.09432930774
1776	0.09431712375
1777	0.09431281333
1778	0.09430324769
1779	0.09429686644
1780	0.0942892237
1781	0.09428115166
1782	0.0942668907
1783	0.09425556192
1784	0.09425246139
1785	0.09424122547
1786	0.09423065014
1787	0.09421905206
1788	0.0942106974
1789	0.09420191287
1790	0.09419603052
1791	0.09419144401
1792	0.09418091972
1793	0.09417470853
1794	0.09416876602
1795	0.09415749985
1796	0.09414935453
1797	0.09414105599
1798	0.0941315867
1799	0.09412407569
1800	0.09412003831
1801	0.09410456001
1802	0.0941007441
1803	0.09409318932
1804	0.09408228975
1805	0.09407526088
1806	0.09407172333
1807	0.09406487457
1808	0.09405751467
1809	0.09405360037
1810	0.09404163217
1811	0.09402953882
1812	0.0940254417
1813	0.09401154296
1814	0.09400701123
1815	0.09399901377
1816	0.09399477805
1817	0.09398521187
1818	0.093976139
1819	0.09396865667
1820	0.0939659625
1821	0.0939529708
1822	0.09394266061
1823	0.09393414555
1824	0.09393156241
1825	0.09391719423
1826	0.09390980488
1827	0.09390221886
1828	0.09389116228
1829	0.09388711392
1830	0.09387873068
1831	0.09387337587
1832	0.0938688426
1833	0.09386247661
1834	0.09385059895
1835	0.09384647031
1836	0.09384127713
1837	0.09383865725
1838	0.0938269075
1839	0.09382048513
1840	0.09381396982
1841	0.09380589259
1842	0.09379122142
1843	0.09378414587
1844	0.09376742021
1845	0.09376013351
1846	0.09375277235
1847	0.09374940918
1848	0.09374582535
1849	0.09373985902
1850	0.09373093437
1851	0.09372506056
1852	0.0937179504
1853	0.09371056041
1854	0.09369871204
1855	0.09369093121
1856	0.09368388048
1857	0.09368058636
1858	0.0936709184
1859	0.09366445646
1860	0.09365289394
1861	0.09364848688
1862	0.09363886174
1863	0.09362748974
1864	0.09361684168
1865	0.0936091763
1866	0.09360555625
1867	0.09360173057
1868	0.09359029197
1869	0.09358001355
1870	0.09356730477
1871	0.09356177651
1872	0.09355824196
1873	0.0935439183
1874	0.09353627825
1875	0.09352584401
1876	0.09351986113
1877	0.09351075263
1878	0.09350518266
1879	0.09349827145
1880	0.09348749408
1881	0.09347401175
1882	0.0934708804
1883	0.09346769833
1884	0.09345423865
1885	0.09344102166
1886	0.09343400587
1887	0.09342422082
1888	0.09341852232
1889	0.09341464415
1890	0.09340887529
1891	0.09339681586
1892	0.09338461326
1893	0.09337611336
1894	0.09337330725
1895	0.09336869566
1896	0.09336215381
1897	0.09335765889
1898	0.09334572636
1899	0.09334261835
1900	0.09333329352
1901	0.09332034899
1902	0.09331272087
1903	0.09330705256
1904	0.09330079305
1905	0.09329558773
1906	0.0932842026
1907	0.093265673
1908	0.0932561146
1909	0.09324586719
1910	0.09324122352
1911	0.09323824086
1912	0.09323408428
1913	0.09322939574
1914	0.09322482885
1915	0.0932074032
1916	0.09319621134
1917	0.09318712431
1918	0.09317314255
1919	0.09316751017
1920	0.09315291738
1921	0.09314517977
1922	0.09314105546
1923	0.09313156155
1924	0.09311773269
1925	0.09311439981
1926	0.09310224636
1927	0.09309273996
1928	0.09307509575
1929	0.09306232458
1930	0.09305214486
1931	0.09303917022
1932	0.09302864436
1933	0.09302120857
1934	0.09300754677
1935	0.09299864475
1936	0.09299216853
1937	0.09298392509
1938	0.09297144638
1939	0.09295811082
1940	0.0929427484
1941	0.09292989913
1942	0.09292491916
1943	0.09291848921
1944	0.09290637034
1945	0.09290189969
1946	0.09289498915
1947	0.09288530289
1948	0.09287219834
1949	0.09286542031
1950	0.09286218476
1951	0.09285605441
1952	0.09284792769
1953	0.09283893116
1954	0.09283543181
1955	0.09282313251
1956	0.09281689743
1957	0.09281233523
1958	0.09280921985
1959	0.09280071768
1960	0.09278719356
1961	0.09277944884
1962	0.09277680632
1963	0.09276417306
1964	0.09276061788
1965	0.09275799271
1966	0.09275517764
1967	0.09274772479
1968	0.09273165351
1969	0.09272571479
1970	0.09272246894
1971	0.09271480916
1972	0.09269717338
1973	0.09269458172
1974	0.09268107714
1975	0.09266910371
1976	0.09266043872
1977	0.09265158375
1978	0.09263566762
1979	0.09262577412
1980	0.09261372895
1981	0.09260493563
1982	0.09259789462
1983	0.0925907428
1984	0.0925828978
1985	0.09257215071
1986	0.09256712516
1987	0.0925617577
1988	0.09255761631
1989	0.09254159079
1990	0.09253902038
1991	0.09253523071
1992	0.09252642598
1993	0.09252327489
1994	0.09251566187
1995	0.09251010861
1996	0.09250133441
1997	0.09248554391
1998	0.09246875503
1999	0.09245642506
2000	0.09245215711
2001	0.09244436632
2002	0.09243669546
2003	0.09243415546
2004	0.09242642128
2005	0.09242343214
2006	0.09241099662
2007	0.09239473242
2008	0.09238794885
2009	0.09237581093
2010	0.09236500072
2011	0.09235970629
2012	0.092350987
2013	0.09234472956
2014	0.09233169024
2015	0.09232826094
2016	0.0923153722
2017	0.09230772304
2018	0.09229560186
2019	0.0922885858
2020	0.09228587274
2021	0.09227943322
2022	0.09227084714
2023	0.0922632697
2024	0.0922579562
2025	0.09225413535
2026	0.09224636954
2027	0.09223365232
2028	0.09222114889
2029	0.09220874227
2030	0.09219678761
2031	0.09219428939
2032	0.09217842691
2033	0.09217471587
2034	0.09216426057
2035	0.09214878463
2036	0.09213616492
2037	0.09213018341
2038	0.09212166741
2039	0.09211184028
2040	0.09209933989
2041	0.09209188314
2042	0.09208942164
2043	0.09208109261
2044	0.09207575616
2045	0.09206712791
2046	0.09206059306
2047	0.09205419153
2048	0.09204790827
2049	0.09203947366
2050	0.0920285861
2051	0.09202002455
2052	0.09201284119
2053	0.09200563374
2054	0.09199819302
2055	0.09198939558
2056	0.09197695961
2057	0.09197048691
2058	0.09196783391
2059	0.0919565217
2060	0.09195112019
2061	0.09193984412
2062	0.0919287698
2063	0.09192056727
2064	0.09190536553
2065	0.09189702619
2066	0.09189349032
2067	0.09188218113
2068	0.09187209264
2069	0.0918650542
2070	0.09185363267
2071	0.09184347438
2072	0.09184005537
2073	0.09183293377
2074	0.09182539623
2075	0.091808859
2076	0.09180195008
2077	0.09179509484
2078	0.09178796711
2079	0.0917831671
2080	0.09177161661
2081	0.09176918928
2082	0.09175979172
2083	0.09175018154
2084	0.09173502051
2085	0.09173226905
2086	0.09172940859
2087	0.09172108868
2088	0.09171142068
2089	0.09170885169
2090	0.09170006392
2091	0.09169283912
2092	0.09168069944
2093	0.09166923882
2094	0.09166668297
2095	0.09165322374
2096	0.09164125885
2097	0.09162989255
2098	0.09162593954
2099	0.09161468791
2100	0.09160834298
2101	0.09160581459
2102	0.09159498314
2103	0.09158392181
2104	0.09157281406
2105	0.09156586485
2106	0.09155608246
2107	0.09154788645
2108	0.09154194907
2109	0.09153879443
2110	0.09152791398
2111	0.09152540386
2112	0.09152290792
2113	0.09151186256
2114	0.0915095397
2115	0.09150652511
2116	0.0914933049
2117	0.09148211505
2118	0.09147150875
2119	0.09146421754
2120	0.09145612125
2121	0.09144972977
2122	0.09144115346
2123	0.09143514456
2124	0.09143219496
2125	0.09142974294
2126	0.091422373
2127	0.09141058773
2128	0.09140359864
2129	0.09139558272
2130	0.09138936427
2131	0.0913770481
2132	0.09136633545
2133	0.09135421065
2134	0.09134320978
2135	0.09133839621
2136	0.09132681392
2137	0.09132059144
2138	0.0913172587
2139	0.09130318352
2140	0.09129151835
2141	0.09128621018
2142	0.09127722352
2143	0.09126671077
2144	0.09125225013
2145	0.0912443634
2146	0.09123546006
2147	0.09122404186
2148	0.09121247556
2149	0.09120271593
2150	0.09119569032
2151	0.09119329325
2152	0.09118872106
2153	0.09117997273
2154	0.09117494856
2155	0.09116783842
2156	0.09116546262
2157	0.09115852441
2158	0.0911539814
2159	0.09115070749
2160	0.09113929325
2161	0.09113305068
2162	0.09112542573
2163	0.09111517477
2164	0.09110384338
2165	0.09109767257
2166	0.0910906345
2167	0.09108045145
2168	0.09107577486
2169	0.0910657375
2170	0.09105999602
2171	0.09105218358
2172	0.0910448743
2173	0.09102980843
2174	0.09101530601
2175	0.09100565788
2176	0.0909999156
2177	0.09098860236
2178	0.09098203584
2179	0.09097970848
2180	0.09097441499
2181	0.09096768767
2182	0.09095718286
2183	0.09094607184
2184	0.09093827356
2185	0.09092815059
2186	0.09092038215
2187	0.09090895686
2188	0.09090133458
2189	0.09088953181
2190	0.090886433
2191	0.09088412869
2192	0.09088183729
2193	0.0908714031
2194	0.09086578705
2195	0.09085760649
2196	0.09084927175
2197	0.09084242433
2198	0.09082622416
2199	0.09082395614
2200	0.09081610651
2201	0.09081081681
2202	0.09080472742
2203	0.0907948828
2204	0.09078739992
2205	0.09078514701
2206	0.09077383721
2207	0.09076723521
2208	0.09075970385
2209	0.0907504379
2210	0.09074295524
2211	0.09073665761
2212	0.09072253336
2213	0.09071435983
2214	0.09071202267
2215	0.09070453798
2216	0.0906940568
2217	0.09069183965
2218	0.09068214797
2219	0.09067259891
2220	0.09066098861
2221	0.09065878328
2222	0.09065283313
2223	0.09064030178
2224	0.09063810783
2225	0.09063186107
2226	0.09062744807
2227	0.09062076478
2228	0.09060989813
2229	0.09060114697
2230	0.09059012339
2231	0.09058589251
2232	0.09057358178
2233	0.09056774904
2234	0.09055967874
2235	0.09055235124
2236	0.09054499901
2237	0.0905302419
2238	0.09052255345
2239	0.09051806431
2240	0.09050430766
2241	0.09049496888
2242	0.09048433112
2243	0.09047396233
2244	0.09046754068
2245	0.09045615048
2246	0.09045014274
2247	0.09043871413
2248	0.09043030356
2249	0.09041948113
2250	0.09041653976
2251	0.09040511904
2252	0.09039727011
2253	0.09038897359
2254	0.09038323854
2255	0.09037238896
2256	0.09036512971
2257	0.09036048671
2258	0.09034949345
2259	0.09034732849
2260	0.0903354539
2261	0.09032459765
2262	0.09032244462
2263	0.09031523383
2264	0.09030853125
2265	0.09029479632
2266	0.09028029304
2267	0.09027616748
2268	0.09026245815
2269	0.09025956104
2270	0.09024517505
2271	0.09023399402
2272	0.09022755783
2273	0.09021395204
2274	0.09020286601
2275	0.09019255202
2276	0.0901820795
2277	0.0901716371
2278	0.09016451404
2279	0.090149373
2280	0.0901348331
2281	0.09012464471
2282	0.09011393957
2283	0.09009843336
2284	0.09009132712
2285	0.09007786762
2286	0.09007121049
2287	0.09006228021
2288	0.09005847471
2289	0.09005641044
2290	0.09004028762
2291	0.09002607366
2292	0.09002396147
2293	0.09001854388
2294	0.09000762264
2295	0.08999666092
2296	0.08999455991
2297	0.08998411889
2298	0.08998208119
2299	0.08997326616
2300	0.08995629747
2301	0.08995426224
2302	0.08994024581
2303	0.08992952921
2304	0.08992095867
2305	0.08991462374
2306	0.0899075881
2307	0.08990130352
2308	0.08989101996
2309	0.08988923798
2310	0.0898830166
2311	0.08986897261
2312	0.0898672105
2313	0.08986433344
2314	0.08985044075
2315	0.08984264958
2316	0.08984061141
2317	0.08983043066
2318	0.08982757636
2319	0.08982065865
2320	0.08981239209
2321	0.08979920407
2322	0.08979234864
2323	0.08977889222
2324	0.08977111005
2325	0.08975530053
2326	0.08975332322
2327	0.08974043507
2328	0.08972998491
2329	0.08971930089
2330	0.08971241782
2331	0.08970224615
2332	0.08969568691
2333	0.08969371774
2334	0.0896868789
2335	0.08968353697
2336	0.08966875289
2337	0.08966674925
2338	0.08965996986
2339	0.08964792734
2340	0.08963485183
2341	0.08962648365
2342	0.0896168699
2343	0.08960235897
2344	0.08958950727
2345	0.08958527254
2346	0.08957890551
2347	0.08957230536
2348	0.08957031799
2349	0.08955758708
2350	0.08954982011
2351	0.08954505422
2352	0.0895384331
2353	0.08953229992
2354	0.08952230767
2355	0.08951616939
2356	0.08950771962
2357	0.08949896236
2358	0.08949701442
2359	0.08947942499
2360	0.08946906795
2361	0.0894586395
2362	0.08945224847
2363	0.08945030951
2364	0.08944263113
2365	0.0894339739
2366	0.08942568687
2367	0.08941254249
2368	0.08940209162
2369	0.08939076878
2370	0.08938248134
2371	0.08938055697
2372	0.08936697464
2373	0.08935517477
2374	0.08934345085
2375	0.08933402982
2376	0.0893286248
2377	0.08932315855
2378	0.08932121124
2379	0.08931468847
2380	0.08931018671
2381	0.08929844796
2382	0.08929090789
2383	0.08928094857
2384	0.08927901426
2385	0.08926905486
2386	0.08925333585
2387	0.08923978994
2388	0.08923185315
2389	0.08922993185
2390	0.08922208549
2391	0.08921215109
2392	0.08920271601
2393	0.08919358706
2394	0.08918530267
2395	0.08917800938
2396	0.08916600853
2397	0.08916014068
2398	0.08914595327
2399	0.08914151501
2400	0.08912788797
2401	0.08911600655
2402	0.08910601112
2403	0.08908990481
2404	0.08907530223
2405	0.08906349937
2406	0.08905746873
2407	0.08905091936
2408	0.08904539329
2409	0.08903058238
2410	0.08902334994
2411	0.08901302872
2412	0.08900251879
2413	0.08899593038
2414	0.08898941116
2415	0.08898576786
2416	0.08897767655
2417	0.08896425682
2418	0.08895708575
2419	0.0889456111
2420	0.08893917903
2421	0.08893420487
2422	0.08892806958
2423	0.08891606779
2424	0.08890177282
2425	0.08888882552
2426	0.08888100398
2427	0.08886867894
2428	0.08886171776
2429	0.08884495963
2430	0.08883199456
2431	0.08882156879
2432	0.08880824445
2433	0.08880184945
2434	0.08879541108
2435	0.08878894751
2436	0.08878058169
2437	0.08876336579
2438	0.0887554002
2439	0.08874385193
2440	0.08872592398
2441	0.08871411841
2442	0.0887048973
2443	0.08869486365
2444	0.08868159676
2445	0.08867653301
2446	0.08866740334
2447	0.08865963361
2448	0.08864941319
2449	0.08863916036
2450	0.08862334285
2451	0.08861352971
2452	0.08859908011
2453	0.08858336645
2454	0.08857117015
2455	0.08856086593
2456	0.088551147
2457	0.0885449757
2458	0.08853359089
2459	0.08852597952
2460	0.08851398353
2461	0.08850759432
2462	0.08849985945
2463	0.08848869041
2464	0.08847919826
2465	0.08846221977
2466	0.08845287661
2467	0.08843730636
2468	0.08842600361
2469	0.08841551311
2470	0.08840783103
2471	0.08840390479
2472	0.08839402325
2473	0.08838438886
2474	0.0883714118
2475	0.08835410476
2476	0.08835058939
2477	0.08834174459
2478	0.08833210598
2479	0.08832449633
2480	0.08831157698
2481	0.08830188845
2482	0.08829221856
2483	0.08827892659
2484	0.08827261991
2485	0.08826236867
2486	0.08824487413
2487	0.08823850365
2488	0.08823046143
2489	0.0882261176
2490	0.0882168029
2491	0.08821121401
2492	0.08820619784
2493	0.08819416471
2494	0.08818057993
2495	0.08816831773
2496	0.08815896484
2497	0.08815105159
2498	0.08814380752
2499	0.08813377993
2500	0.0881175486
2501	0.0881086069
2502	0.08810680996
2503	0.08809754754
2504	0.08809596495
2505	0.08808442581
2506	0.08807026599
2507	0.08806057248
2508	0.08805098504
2509	0.08804133901
2510	0.08803502862
2511	0.08802709701
2512	0.08802552696
2513	0.08802198056
2514	0.08801288231
2515	0.0880040252
2516	0.08799791492
2517	0.08798391722
2518	0.08797451633
2519	0.08796773768
2520	0.08795894693
2521	0.08795076778
2522	0.0879444974
2523	0.0879344286
2524	0.08792534183
2525	0.08791690496
2526	0.08790753786
2527	0.08789832865
2528	0.08789214601
2529	0.08787837276
2530	0.08786299868
2531	0.08784969574
2532	0.08784364706
2533	0.08783217575
2534	0.08782270225
2535	0.08781334839
2536	0.08780339153
2537	0.08779233733
2538	0.08778343955
2539	0.0877726981
2540	0.08775563771
2541	0.08774682113
2542	0.08774055308
2543	0.08772388715
2544	0.08771627239
2545	0.08771082605
2546	0.08770188939
2547	0.08769149633
2548	0.08768541385
2549	0.08767385646
2550	0.08766991663
2551	0.08765492779
2552	0.08765316094
2553	0.08764611103
2554	0.08763879921
2555	0.08763261495
2556	0.08763083688
2557	0.08761996538
2558	0.087610698
2559	0.08760198875
2560	0.08759525812
2561	0.08758145775
2562	0.08757329322
2563	0.08755962632
2564	0.08755809113
2565	0.08754710426
2566	0.08753813392
2567	0.0875318667
2568	0.08752298107
2569	0.08750841702
2570	0.087499812
2571	0.08748544324
2572	0.08747383171
2573	0.08745939108
2574	0.08745786639
2575	0.08744429863
2576	0.0874306717
2577	0.0874261947
2578	0.08741539988
2579	0.08740222201
2580	0.08739325715
2581	0.08738348737
2582	0.08737017803
2583	0.08736448686
2584	0.08735398462
2585	0.0873431222
2586	0.08733703616
2587	0.08733099368
2588	0.08732099084
2589	0.0873118206
2590	0.08730576102
2591	0.08729788707
2592	0.08729078892
2593	0.08728193722
2594	0.08726582371
2595	0.08726022726
2596	0.08725338342
2597	0.08724768059
2598	0.08723625333
2599	0.08722534805
2600	0.0872130841
2601	0.08720631777
2602	0.08719927594
2603	0.08719289895
2604	0.08718394659
2605	0.08717210326
2606	0.08716564696
2607	0.0871621638
2608	0.08715645605
2609	0.08715207373
2610	0.08713915704
2611	0.08713029236
2612	0.08712449327
2613	0.08711606978
2614	0.08710583538
2615	0.0870962016
2616	0.08708852024
2617	0.08707776515
2618	0.08707077992
2619	0.0870598022
2620	0.08705039446
2621	0.08703382766
2622	0.08702068623
2623	0.08701123207
2624	0.08699974022
2625	0.08698900928
2626	0.08698152682
2627	0.08697437697
2628	0.08696579932
2629	0.08695929986
2630	0.08695030985
2631	0.08694383005
2632	0.08693479826
2633	0.08693264032
2634	0.08692525258
2635	0.08691316178
2636	0.0868995385
2637	0.08688979752
2638	0.08688018819
2639	0.08686831324
2640	0.08686121931
2641	0.08685525268
2642	0.08683897576
2643	0.08683258764
2644	0.08682369954
2645	0.08681487607
2646	0.0868057535
2647	0.08680023377
2648	0.08678378993
2649	0.08678229334
2650	0.0867717091
2651	0.08676107137
2652	0.08675603408
2653	0.08674001384
2654	0.08672986616
2655	0.08671790273
2656	0.08671197955
2657	0.08670630585
2658	0.08670182694
2659	0.08670036628
2660	0.08669891401
2661	0.08668997342
2662	0.08668240983
2663	0.086669917
2664	0.08666437047
2665	0.08665427473
2666	0.08664297029
2667	0.08662800074
2668	0.08661682266
2669	0.08660739881
2670	0.08660187024
2671	0.08659388769
2672	0.08658796263
2673	0.08658652741
2674	0.08658416805
2675	0.08657546578
2676	0.08656498277
2677	0.0865572367
2678	0.0865538945
2679	0.08654529235
2680	0.08654028792
2681	0.08652582145
2682	0.08651542467
2683	0.08650451065
2684	0.08649430023
2685	0.08648575621
2686	0.08647939191
2687	0.08647792722
2688	0.0864675981
2689	0.08645188628
2690	0.08644309397
2691	0.08643206731
2692	0.0864168581
2693	0.08640058925
2694	0.08639913299
2695	0.08639378097
2696	0.08638348115
2697	0.08637246987
2698	0.08636301559
2699	0.08635807098
2700	0.08634664262
2701	0.08633398395
2702	0.08632466142
2703	0.086313306
2704	0.08630524091
2705	0.08629506981
2706	0.08628216503
2707	0.08626995561
2708	0.08626116768
2709	0.08625020813
2710	0.08623975737
2711	0.08623354073
2712	0.08621956493
2713	0.08621467185
2714	0.08620992125
2715	0.08619979372
2716	0.08618644531
2717	0.08617688068
2718	0.08616081279
2719	0.08615282337
2720	0.08614545275
2721	0.08613851006
2722	0.08612605407
2723	0.0861180657
2724	0.08611643213
2725	0.0861035017
2726	0.08609028724
2727	0.08608181551
2728	0.08607163348
2729	0.08605578456
2730	0.08604872581
2731	0.08603581669
2732	0.08602955006
2733	0.08601465925
2734	0.08600383861
2735	0.08599558287
2736	0.08598974171
2737	0.08598136403
2738	0.08597045973
2739	0.0859562439
2740	0.08595067453
2741	0.08594546669
2742	0.08594404242
2743	0.08593491567
2744	0.0859283249
2745	0.08592212525
2746	0.08591476248
2747	0.08590654306
2748	0.08589644756
2749	0.08589176024
2750	0.0858815685
2751	0.08587307149
2752	0.08585837847
2753	0.08584998714
2754	0.08583773435
2755	0.08583041781
2756	0.08582623738
2757	0.08582013477
2758	0.08580812562
2759	0.08579366312
2760	0.0857823449
2761	0.08577423051
2762	0.08576625453
2763	0.08576149705
2764	0.08575045107
2765	0.08574240977
2766	0.08573388879
2767	0.08572561358
2768	0.0857210298
2769	0.0857154599
2770	0.08570746816
2771	0.0856961059
2772	0.08568141641
2773	0.08567358459
2774	0.08566919946
2775	0.08565989577
2776	0.08564841499
2777	0.08564230865
2778	0.08563655665
2779	0.08562546629
2780	0.08561410204
2781	0.08560402574
2782	0.08559439715
2783	0.08558592777
2784	0.08557726248
2785	0.08556833512
2786	0.08555361445
2787	0.08554219596
2788	0.08553269376
2789	0.08552693211
2790	0.0855123794
2791	0.0854974637
2792	0.08548926711
2793	0.08547443089
2794	0.0854690624
2795	0.08545392412
2796	0.08544972102
2797	0.08543994453
2798	0.08542985452
2799	0.08541515719
2800	0.08540942057
2801	0.08539747705
2802	0.08539159043
2803	0.08538371169
2804	0.08537122975
2805	0.08536961909
2806	0.08536500502
2807	0.08535789135
2808	0.08534246637
2809	0.08533534456
2810	0.08532400811
2811	0.08531838603
2812	0.08531698559
2813	0.08530623444
2814	0.08529787763
2815	0.08529216018
2816	0.08528612323
2817	0.08527707332
2818	0.08527108543
2819	0.0852633675
2820	0.0852555327
2821	0.08524102079
2822	0.08523324343
2823	0.08522731265
2824	0.08521820917
2825	0.08520325253
2826	0.08519553188
2827	0.08518786873
2828	0.08517960907
2829	0.08517270494
2830	0.08516820589
2831	0.08516681716
2832	0.08515453734
2833	0.08514548463
2834	0.08513608083
2835	0.08513068728
2836	0.0851250869
2837	0.08511869537
2838	0.08511284722
2839	0.08511147315
2840	0.08510513837
2841	0.08509693476
2842	0.0850955563
2843	0.08508451745
2844	0.08507895624
2845	0.08507136787
2846	0.08506608012
2847	0.08505513148
2848	0.08504829552
2849	0.08504071586
2850	0.08502803794
2851	0.08501363649
2852	0.08499925714
2853	0.08499033411
2854	0.08498340937
2855	0.08497185399
2856	0.08496409034
2857	0.0849537861
2858	0.08493916496
2859	0.08493123469
2860	0.08492370069
2861	0.08491847588
2862	0.08490784938
2863	0.08489889529
2864	0.08489020091
2865	0.08488884632
2866	0.08487817409
2867	0.08487035351
2868	0.08486241704
2869	0.08485162804
2870	0.08483808124
2871	0.08483062012
2872	0.08481994304
2873	0.0848057527
2874	0.08479564019
2875	0.08478634436
2876	0.08477574683
2877	0.08476816698
2878	0.08476033659
2879	0.08474578746
2880	0.08473387461
2881	0.08472558638
2882	0.0847098516
2883	0.08469814988
2884	0.08468548726
2885	0.08468030635
2886	0.08467260825
2887	0.08465794205
2888	0.08465054114
2889	0.08463771467
2890	0.08462764896
2891	0.084619732
2892	0.08461312243
2893	0.08460872983
2894	0.08460252625
2895	0.08460120674
2896	0.0845944105
2897	0.0845879858
2898	0.08458050275
2899	0.0845715883
2900	0.08456806441
2901	0.08455920474
2902	0.08455142487
2903	0.08454265338
2904	0.0845321451
2905	0.08452127613
2906	0.08451308038
2907	0.08450138103
2908	0.0844922214
2909	0.08448709686
