iter	RMSE
701	0.1115931629
702	0.1115610462
703	0.1115131381
704	0.1114647591
705	0.1114205799
706	0.1113810952
707	0.1113245192
708	0.1112874441
709	0.1112444831
710	0.1112085508
711	0.111150349
712	0.1111078257
713	0.1110518322
714	0.1110195538
715	0.1109895896
716	0.1109495491
717	0.1108961105
718	0.1108649826
719	0.1108289535
720	0.1107941659
721	0.1107589959
722	0.1107168352
723	0.1106841474
724	0.1106211702
725	0.1105843437
726	0.1105578327
727	0.1105187735
728	0.1104857683
729	0.1104622659
730	0.1104101646
731	0.1103780567
732	0.1103543667
733	0.1103175278
734	0.1102860895
735	0.1102534896
736	0.1101950816
737	0.1101566708
738	0.1101277684
739	0.1100761931
740	0.1100164596
741	0.1099828
742	0.1099533419
743	0.1099267295
744	0.1098773405
745	0.1098292548
746	0.1097953312
747	0.1097589342
748	0.1097351652
749	0.109703897
750	0.1096833239
751	0.1096572921
752	0.1096232259
753	0.1095883805
754	0.1095623564
755	0.1095287729
756	0.1094953657
757	0.1094536802
758	0.1094178772
759	0.1093709506
760	0.1093433664
761	0.1093151368
762	0.1092794717
763	0.1092509255
764	0.1092171489
765	0.1091880431
766	0.1091468448
767	0.1091231913
768	0.109082979
769	0.1090483515
770	0.1090245226
771	0.1089730913
772	0.1089513073
773	0.1089242803
774	0.1089049445
775	0.1088745908
776	0.1088413965
777	0.1088042196
778	0.1087744094
779	0.108747581
780	0.1087062896
781	0.1086556822
782	0.1086242985
783	0.1085790321
784	0.1085536812
785	0.1085140602
786	0.1084839239
787	0.108469367
788	0.1084244769
789	0.1083960489
790	0.108355785
791	0.108321765
792	0.1082997015
793	0.1082503685
794	0.1082225977
795	0.1081949657
796	0.1081649303
797	0.1081304616
798	0.1080996744
799	0.1080563086
800	0.1080279675
801	0.1080022733
802	0.1079661644
803	0.1079137142
804	0.1078822243
805	0.1078642742
806	0.1078333845
807	0.1078005591
808	0.1077663346
809	0.1077384532
810	0.1076966102
811	0.1076722038
812	0.1076546264
813	0.1076117657
814	0.1075822246
815	0.1075534645
816	0.1075223951
817	0.1074980403
818	0.1074675095
819	0.1074393921
820	0.1074067609
821	0.1073858594
822	0.1073454465
823	0.1073157614
824	0.1072887246
825	0.1072489786
826	0.1072272774
827	0.107194347
828	0.1071586298
829	0.1071338075
830	0.107106916
831	0.1070764511
832	0.107046289
833	0.107028641
834	0.1070061027
835	0.1069720787
836	0.1069413075
837	0.1068977499
838	0.1068694591
839	0.1068416823
840	0.1068131663
841	0.1067784114
842	0.1067496133
843	0.1067223213
844	0.1067097608
845	0.106696747
846	0.1066757541
847	0.1066455219
848	0.1066023582
849	0.1065783307
850	0.106563407
851	0.1065432711
852	0.1065124424
853	0.1064859289
854	0.1064673304
855	0.1064446455
856	0.1064282062
857	0.1064150048
858	0.1063854771
859	0.1063506392
860	0.1063167568
861	0.1062923064
862	0.10626542
863	0.1062499551
864	0.1062297909
865	0.1061947019
866	0.1061749395
867	0.1061440706
868	0.1061185584
869	0.106095789
870	0.1060762896
871	0.1060606887
872	0.1060384139
873	0.1060233756
874	0.1060033907
875	0.1059569389
876	0.1059292795
877	0.1059085884
878	0.1058864029
879	0.1058590554
880	0.1058337209
881	0.1058043698
882	0.1057707706
883	0.1057428018
884	0.1057148486
885	0.1056889862
886	0.105658616
887	0.1056454368
888	0.1056220234
889	0.1055897099
890	0.1055568637
891	0.1055260975
892	0.1055131711
893	0.105491447
894	0.1054590151
895	0.1054408146
896	0.1054176668
897	0.1053941185
898	0.1053728798
899	0.1053532858
900	0.1053326409
901	0.1053097369
902	0.1052792928
903	0.1052532157
904	0.1052267288
905	0.1052040018
906	0.105183743
907	0.1051587548
908	0.1051362706
909	0.1051185262
910	0.1050941038
911	0.1050780983
912	0.10506441
913	0.1050474045
914	0.1050239484
915	0.1050062836
916	0.1049872342
917	0.1049575189
918	0.1049407376
919	0.1049284912
920	0.1049117437
921	0.1048983481
922	0.1048850402
923	0.1048650934
924	0.1048363347
925	0.1048142562
926	0.1047972175
927	0.1047778029
928	0.1047614203
929	0.1047395645
930	0.1047181424
931	0.1047012703
932	0.1046813593
933	0.1046560764
934	0.1046361987
935	0.1046166484
936	0.1045928177
937	0.1045628926
938	0.1045521088
939	0.1045208109
940	0.1045008204
941	0.104480603
942	0.1044593296
943	0.1044433161
944	0.1044206531
945	0.1044029471
946	0.1043715768
947	0.1043409186
948	0.1043212272
949	0.1043019308
950	0.1042856816
951	0.104263692
952	0.1042458689
953	0.1042207546
954	0.1042041925
955	0.1041810047
956	0.104168237
957	0.1041495343
958	0.1041245025
959	0.1041087876
960	0.1040973507
961	0.1040744897
962	0.1040634352
963	0.1040440282
964	0.1040215338
965	0.1040059384
966	0.1039771623
967	0.1039595212
968	0.1039416401
969	0.1039270069
970	0.1039086552
971	0.1038977091
972	0.1038752883
973	0.1038524776
974	0.1038399199
975	0.1038233145
976	0.1038004309
977	0.1037896292
978	0.1037630728
979	0.1037409714
980	0.1037208243
981	0.1037092207
982	0.1036911271
983	0.1036836228
984	0.1036641283
985	0.1036522378
986	0.1036327961
987	0.1036003944
988	0.1035788441
989	0.1035536521
990	0.1035355623
991	0.1035178278
992	0.1034940385
993	0.1034809172
994	0.10346962
995	0.1034450194
996	0.103420413
997	0.1034056427
998	0.1033890156
999	0.1033700391
1000	0.1033543656
1001	0.1033265329
1002	0.1033103407
1003	0.1032892095
1004	0.1032737795
1005	0.1032484489
1006	0.1032363385
1007	0.1032220738
1008	0.103202841
1009	0.1031878823
1010	0.1031695064
1011	0.103145016
1012	0.103129161
1013	0.1031105011
1014	0.1030989052
1015	0.1030801298
1016	0.10306528
1017	0.1030405212
1018	0.1030207279
1019	0.1030095483
1020	0.1029993517
1021	0.1029828186
1022	0.1029581913
1023	0.1029460154
1024	0.1029298239
1025	0.1029067845
1026	0.102887287
1027	0.1028718671
1028	0.1028454068
1029	0.1028347543
1030	0.1028157239
1031	0.1028025926
1032	0.1027844304
1033	0.1027620089
1034	0.102745817
1035	0.1027266659
1036	0.1027055307
1037	0.1026908294
1038	0.1026806311
1039	0.1026622301
1040	0.1026520758
1041	0.1026363119
1042	0.1026188296
1043	0.1026117869
1044	0.102595558
1045	0.1025760952
1046	0.1025648422
1047	0.1025518362
1048	0.1025369475
1049	0.1025194009
1050	0.102503558
1051	0.1024903678
1052	0.1024793616
1053	0.1024598726
1054	0.1024426576
1055	0.1024148774
1056	0.1023983033
1057	0.1023858724
1058	0.1023681329
1059	0.1023538571
1060	0.1023402226
1061	0.1023297224
1062	0.1023162976
1063	0.1022978124
1064	0.1022869938
1065	0.1022689913
1066	0.1022488217
1067	0.102227987
1068	0.1022221661
1069	0.1022002699
1070	0.1021824397
1071	0.102171471
1072	0.1021667082
1073	0.1021410129
1074	0.1021297442
1075	0.1021134176
1076	0.1020959639
1077	0.1020788354
1078	0.1020571283
1079	0.1020501593
1080	0.1020316373
1081	0.1020219853
1082	0.1020053179
1083	0.101987735
1084	0.101966295
1085	0.1019490359
1086	0.101933971
1087	0.101915399
1088	0.1018972789
1089	0.1018855401
1090	0.1018810772
1091	0.1018724049
1092	0.1018571761
1093	0.1018419669
1094	0.1018218558
1095	0.1018039037
1096	0.1017879509
1097	0.1017690898
1098	0.1017512282
1099	0.1017330686
1100	0.1017219939
1101	0.1017093226
1102	0.1016997033
1103	0.1016848567
1104	0.1016685714
1105	0.1016606955
1106	0.1016493025
1107	0.101637417
1108	0.101629523
1109	0.1016066037
1110	0.1015766104
1111	0.1015701283
1112	0.1015547785
1113	0.1015351998
1114	0.101522027
1115	0.1015045865
1116	0.1014892756
1117	0.1014750769
1118	0.1014665385
1119	0.1014565076
1120	0.1014476846
1121	0.101436156
1122	0.1014228191
1123	0.1014139657
1124	0.1014027903
1125	0.1013923915
1126	0.1013848573
1127	0.101374498
1128	0.1013666585
1129	0.1013602535
1130	0.101353189
1131	0.1013418898
1132	0.101324247
1133	0.1013079413
1134	0.1012965993
1135	0.1012796922
1136	0.1012652362
1137	0.1012522977
1138	0.1012459356
1139	0.1012290097
1140	0.1012101947
1141	0.1011998472
1142	0.1011898061
1143	0.1011810383
1144	0.1011645616
1145	0.1011526403
1146	0.1011372548
1147	0.1011212773
1148	0.1011014366
1149	0.1010824932
1150	0.1010717979
1151	0.1010628163
1152	0.10103968
1153	0.1010319272
1154	0.1010220539
1155	0.1010138232
1156	0.1009974492
1157	0.1009867929
1158	0.1009792157
1159	0.1009694194
1160	0.1009616288
1161	0.1009452201
1162	0.1009357221
1163	0.1009192686
1164	0.1009059186
1165	0.1009002448
1166	0.1008908529
1167	0.1008814026
1168	0.1008675947
1169	0.1008555929
1170	0.1008445777
1171	0.1008260893
1172	0.1008095974
1173	0.1007919057
1174	0.1007868833
1175	0.1007799704
1176	0.1007709419
1177	0.1007528321
1178	0.1007411016
1179	0.1007237509
1180	0.1007118506
1181	0.1006887591
1182	0.1006816084
1183	0.1006663176
1184	0.1006568353
1185	0.1006425178
1186	0.1006356
1187	0.1006282109
1188	0.1006165423
1189	0.1006027557
1190	0.1005869966
1191	0.1005760485
1192	0.1005581151
1193	0.1005502285
1194	0.1005363255
1195	0.1005307736
1196	0.1005200726
1197	0.100497026
1198	0.100478936
1199	0.1004682848
1200	0.1004508709
1201	0.1004466821
1202	0.1004266509
1203	0.100409779
1204	0.1003943529
1205	0.1003800822
1206	0.100365889
1207	0.1003540723
1208	0.100340828
1209	0.1003309155
1210	0.1003253302
1211	0.1003175544
1212	0.1003097888
1213	0.1002955242
1214	0.100280711
1215	0.1002676539
1216	0.1002579321
1217	0.1002464426
1218	0.1002396502
1219	0.1002219006
1220	0.1002056886
1221	0.100191532
1222	0.1001760121
1223	0.1001657838
1224	0.1001478504
1225	0.1001366512
1226	0.1001219346
1227	0.1001125456
1228	0.1000899018
1229	0.1000812715
1230	0.1000700866
1231	0.1000582183
1232	0.1000495829
1233	0.1000431091
1234	0.1000335591
1235	0.1000222789
1236	0.1000131477
1237	0.09999576358
1238	0.09998833425
1239	0.09997634429
1240	0.09996248252
1241	0.09995355019
1242	0.09994116361
1243	0.09992986838
1244	0.09992377284
1245	0.09991446559
1246	0.09990319612
1247	0.09989128036
1248	0.09988333036
1249	0.0998701036
1250	0.09986429199
1251	0.09985116787
1252	0.09984710127
1253	0.09983926876
1254	0.09983198617
1255	0.09982311738
1256	0.09981857064
1257	0.09980602123
1258	0.09980019094
1259	0.09979006456
1260	0.09978072056
1261	0.09976364372
1262	0.09974731414
1263	0.09973200091
1264	0.0997243985
1265	0.09971032418
1266	0.09969945725
1267	0.09968274123
1268	0.09967114091
1269	0.0996549001
1270	0.09964709712
1271	0.09963222158
1272	0.09962502415
1273	0.09961853443
1274	0.09960869718
1275	0.09959542991
1276	0.09958792257
1277	0.09958101363
1278	0.09956262108
1279	0.09955825058
1280	0.09955554882
1281	0.09954888385
1282	0.09953364763
1283	0.09951956995
1284	0.09950554728
1285	0.09949817615
1286	0.09948428649
1287	0.09946633978
1288	0.09945603921
1289	0.09944874774
1290	0.09943310202
1291	0.09942508241
1292	0.09940708325
1293	0.09939058952
1294	0.09938371458
1295	0.09937566223
1296	0.09936547738
1297	0.0993597422
1298	0.0993471723
1299	0.09933169839
1300	0.09932304077
1301	0.0993079143
1302	0.09929550661
1303	0.09928360265
1304	0.09927075326
1305	0.09926202945
1306	0.0992545431
1307	0.09923900432
1308	0.09923119746
1309	0.0992229714
1310	0.09920547963
1311	0.0991935902
1312	0.09917546991
1313	0.09916343319
1314	0.09915126353
1315	0.09914144112
1316	0.0991310797
1317	0.0991124198
1318	0.09910611639
1319	0.09908793904
1320	0.09907582262
1321	0.09906660837
1322	0.09904513951
1323	0.09902990887
1324	0.09901397881
1325	0.09900322765
1326	0.0989899464
1327	0.09897971986
1328	0.09896215318
1329	0.09895590863
1330	0.09895009542
1331	0.09894102057
1332	0.0989300797
1333	0.09892081101
1334	0.09891014154
1335	0.09889358032
1336	0.09887824595
1337	0.09886011809
1338	0.09884869174
1339	0.09884040701
1340	0.09883111109
1341	0.09882028483
1342	0.09880613148
1343	0.09879623557
1344	0.0987773994
1345	0.09876669031
1346	0.09875505967
1347	0.09874041762
1348	0.09872563951
1349	0.09870907138
1350	0.0987005142
1351	0.09869277138
1352	0.09868365897
1353	0.09867280463
1354	0.09865744272
1355	0.09865087185
1356	0.09863950922
1357	0.09863078716
1358	0.09861779171
1359	0.09860796442
1360	0.09860024129
1361	0.09858374671
1362	0.09857539217
1363	0.09856655348
1364	0.09855759857
1365	0.09854662625
1366	0.09854003584
1367	0.09852385779
1368	0.09851061845
1369	0.09850063691
1370	0.09848790648
1371	0.09847302609
1372	0.09845767697
1373	0.09844805361
1374	0.09843735092
1375	0.09842834918
1376	0.09841826364
1377	0.09841173835
1378	0.09840116654
1379	0.09838972553
1380	0.09837827578
1381	0.09836477134
1382	0.09835089665
1383	0.09833752117
1384	0.0983261774
1385	0.09831983021
1386	0.09830834936
1387	0.09829243731
1388	0.09828072411
1389	0.09826933993
1390	0.09826602641
1391	0.09825807118
1392	0.09824480044
1393	0.09823500092
1394	0.09822490806
1395	0.09820801605
1396	0.09818936169
1397	0.09818023663
1398	0.09816527539
1399	0.0981499947
1400	0.09813875158
1401	0.09812887612
1402	0.09812043402
1403	0.09810671281
1404	0.09809361202
1405	0.09807992246
1406	0.09806781702
1407	0.09805905977
1408	0.09804986975
1409	0.0980392975
1410	0.09803132116
1411	0.09802488592
1412	0.09801449229
1413	0.09800545004
1414	0.09799619467
1415	0.0979865741
1416	0.09797246968
1417	0.09795969681
1418	0.09794881972
1419	0.09794131531
1420	0.09793315184
1421	0.09792012345
1422	0.0979051215
1423	0.09789519508
1424	0.09788093823
1425	0.09787397681
1426	0.09786037124
1427	0.09784662374
1428	0.09784065802
1429	0.09783052168
1430	0.09781974806
1431	0.09780421866
1432	0.09779448029
1433	0.09778234643
1434	0.09777151494
1435	0.09776170782
1436	0.09774834173
1437	0.09773866648
1438	0.0977203193
1439	0.09771102963
1440	0.09770099439
1441	0.09768898461
1442	0.09767511615
1443	0.09765778811
1444	0.09764894629
1445	0.09764133074
1446	0.09762615903
1447	0.0976139829
1448	0.0976046689
1449	0.09759939723
1450	0.09759489536
1451	0.09758281003
1452	0.09757591778
1453	0.09756819304
1454	0.09755110157
1455	0.09754497423
1456	0.09754067155
1457	0.09752697126
1458	0.09751626464
1459	0.09750976782
1460	0.09749928662
1461	0.09748834966
1462	0.09747338912
1463	0.09745935675
1464	0.09744568177
1465	0.09743586159
1466	0.0974156464
1467	0.09740398391
1468	0.0973955269
1469	0.09737690442
1470	0.09736144237
1471	0.09734757055
1472	0.09733899236
1473	0.09732740311
1474	0.09731730277
1475	0.0973083478
1476	0.09729877124
1477	0.09729300197
1478	0.09728029714
1479	0.09727516509
1480	0.09726138121
1481	0.09725610978
1482	0.09725152144
1483	0.09723517328
1484	0.09721924526
1485	0.09721123232
1486	0.09719807671
1487	0.09718428184
1488	0.09716816859
1489	0.09715999871
1490	0.0971519845
1491	0.0971448719
1492	0.09713732055
1493	0.09712915524
1494	0.0971118449
1495	0.09710318473
1496	0.09709438283
1497	0.09707918647
1498	0.09706768898
1499	0.09705990374
1500	0.09705059827
1501	0.09703794694
1502	0.09702580691
1503	0.09701509189
1504	0.09700942322
1505	0.09700598345
1506	0.0969992609
1507	0.09698693763
1508	0.09697815369
1509	0.09696329363
